edate,date,party,partyname,partyabbrev,parfam,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
15-05-63,196305,22523,Anti-Revolutionaire Partij,ARP,50,113,0,1982,,,8.721,0,,13,150,1,10,,211,7.6,3.3,0,0,2.4,0,0.5,6.2,3.3,0,0.5,1.9,1.4,0,0,0,0,0.5,0,0,5.2,6.2,1.9,0.5,3.3,0,0.5,1.4,1,0.5,7.1,0.5,0,1.4,0,0,0.5,1.9,4.7,7.1,0,3.8,0,0,0,6.2,0,0,1,6.6,0,0.5,0,5.2,0.5,1,4.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,2.9,6.6,11.8,0.5,2018b,I5QM2X
15-05-63,196305,22525,Christelijk-Historische Unie,CHU,50,113,0,1982,,,8.577,0,,13,150,1,10,,44,9.1,0,0,0,0,0,6.8,6.8,0,0,0,0,0,0,0,0,0,0,0,0,2.3,6.8,0,2.3,0,0,0,2.3,0,0,4.6,0,0,6.8,0,0,0,6.8,9.1,4.6,0,4.6,0,0,0,6.8,0,0,2.3,0,0,2.3,0,6.8,0,0,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.4,2.3,9.1,13.7,6.8,2018b,ECZ6DN
15-02-67,196702,22320,Partij van de Arbeid (P.v.d.A),PvdA,30,113,0,1982,,,23.555,0,,37,150,1,10,,114,8.8,0,2.6,0.9,2.6,3.5,6.1,2.6,1.8,0,0,7,8.8,0.9,0,0,0,1.8,0,0,0.9,2.6,0.9,2.6,0.9,0,0,1.8,0.9,0.9,4.4,5.3,2.6,0.9,0,0,2.6,2.6,12.3,3.5,0,0.9,0,0,0,0,1.8,0,0,0,0,1.8,0,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-24.6,8.8,1.8,15.8,12.2,2018b,A9CKLR
15-02-67,196702,22330,Democraten 66 (D66),Dâ€™66,40,113,0,1982,,,4.475,0,,7,150,1,10,,206,6.3,0,0.5,0,0,0,3.9,5.8,2.4,0,0.5,9.7,11.6,1.5,0.5,0.5,0,1.9,0,0,0,1,1.9,1.5,0.5,0,0,1.5,1.9,0,2.4,0.5,0,2.9,0,0,3.4,1.9,10.7,9.7,0.5,0.5,0.5,0,0,0,4.4,1.5,0,0,2.9,0,0,0,0.5,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.3,3.9,2.9,20.4,4.4,2018b,YWLIL4
15-02-67,196702,22420,VVD,VVD,40,113,0,1982,,,10.733,0,,17,150,1,10,,557,13.8,1.4,0.4,0,1.8,0.2,1.3,3.8,2.2,0,0.5,3.4,3.9,3.2,0,0.2,0,3.2,0,0.2,8.3,4.7,1.1,1.3,0.7,0,0.9,1.4,1.1,0.4,3.1,1.3,0.2,4.5,0,0,0.9,5.8,2.9,3.6,1.8,1.8,0.7,0.2,0,0,1.1,0.9,1.1,0.9,1.1,2.2,0,3.1,1.8,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3,3.7,12.8,6.5,1.9,2018b,EWMDA1
15-02-67,196702,22522,Katholieke Volkspartij (KVP),KVP,50,113,0,1982,,,26.503,0,,42,150,1,10,,155,7.1,0,0,0,1.3,0.6,4.5,3.2,1.9,0,0,3.2,5.2,0.6,0,0,0,2.6,0,0,10.3,2.6,0.6,1.9,0,0,0,5.2,1.9,0,4.5,0,0,5.8,0,0,0.6,4.5,3.2,5.8,0,3.2,0,0,0,5.2,0,0.6,3.9,2.6,0,1.3,0,0.6,0,0,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,2.5,16.1,9,5.1,2018b,F7PRS5
15-02-67,196702,22523,Anti-Revolutionaire Partij,ARP,50,113,0,1982,,,9.902,0,,15,150,1,10,,393,6.6,2.8,0,0,2.8,0.5,3.3,9.4,3.3,0,0.3,3.3,3.6,0.5,0,0.5,0,1.5,0,1,2.3,5.6,2,1.3,1.3,0,0.5,1.5,0.3,0.8,4.3,0.8,0.3,1.8,0,0,1,2.8,6.4,3.8,0,4.1,0,0.5,0,4.8,0.3,0,0.8,4.6,0,0.3,0,3.8,1,0,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.5,4.1,4.1,10.2,3.8,2018b,DD8EA4
15-02-67,196702,22525,Christelijk-Historische Unie,CHU,50,113,0,1982,,,8.142,0,,12,150,1,10,,125,9.6,0,0,0,1.6,0,3.2,4,0.8,0,0,6.4,4.8,4,0,0,0,4.8,0,0,2.4,4.8,1.6,0.8,0,0,0,1.6,0,0,8,0,0,5.6,0,0,0.8,3.2,4,4.8,0,3.2,0.8,0,0,4.8,0,1.6,2.4,0,0,0.8,0,4.8,0.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.4,2.4,8,8.8,3.2,2018b,EX47EZ
28-04-71,197104,22310,Politieke Partij Radikalen (PPR),PPR,30,113,0,1982,,,1.837,0,,2,150,1,10,,140,10,0.7,2.9,0,0,4.3,6.4,12.1,0,0,0,2.9,4.3,0,0,0,0,0.7,0,0,0,0.7,1.4,0,0,0,0,1.4,0,0,0,1.4,0,0,0,0,5,0.7,15.7,5.7,0,0.7,0,0,0,0,0,0,1.4,0,0,5,0,0.7,0.7,3.6,11.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-36.3,2.8,0,21.4,13.6,2018b,H9G5EZ
28-04-71,197104,22320,Partij van de Arbeid (P.v.d.A),PvdA,30,113,0,1982,,,24.6,0,,39,150,1,10,,434,4.6,0.5,2.1,0.7,0.7,0.9,3,4.1,0.7,0,0,5.3,14.5,0.2,0,0,0,2.5,0,0,0.5,1.4,2.1,1.2,0,0,0,1.4,0,0.2,3.7,1.2,1.4,0,0,0,4.1,5.3,7.8,10.6,0,8.1,0,0,0,0,2.1,0,0.2,0,0.2,0.2,0,0.5,0.2,2.1,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-39.7,4.5,0.5,18.4,6,2018b,9ANSIU
28-04-71,197104,22330,Democraten 66 (D66),Dâ€™66,40,113,0,1982,,,6.775,0,,11,150,1,10,,1332,11.8,0.4,0.4,0,1.7,0.6,1.3,6.8,2.4,0,0,4.5,8.7,0.2,0,0.2,0.7,6.5,0,0.8,0,0,0.8,1,0.5,0,0,0.3,0.1,0.8,10,1,0.2,1.8,0,0,12.4,3.5,4.3,5.1,0,5.7,0,0,0.1,0,1.4,1,0.1,0,0,0.2,0,1,0,0.3,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.3,2.8,1.8,9.4,2.3,2018b,8U45OF
28-04-71,197104,22420,VVD,VVD,40,113,0,1982,,,10.341,0,,16,150,1,10,,1156,6.8,0.9,0.1,0.3,1.9,0,0.6,3.6,1.1,0,0,3.5,8.4,3.1,0,1,0,5.3,0,0.4,5.2,3.6,1.8,0.6,0,0,0,1.4,0.1,1.1,6.4,0.4,0,4.2,0,0,3.2,6,3.8,4.1,0.2,6.1,0,0.1,0,0.3,3.1,1.2,0.8,0.4,0,0.4,0,0.9,2,0.2,5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.8,2.8,9.4,7.9,0.7,2018b,3TK1I2
28-04-71,197104,22522,Katholieke Volkspartij (KVP),KVP,50,113,0,1982,,,21.837,0,,35,150,1,10,,367,6.5,0.5,0.5,0.3,2.2,0,1.6,4.4,0.8,0,0,3.5,10.6,0.8,0,0.8,0.5,6,0,0,0.8,2.2,3.5,4.4,0,0.3,0.3,1.4,1.4,0,5.2,0.8,0,2.2,0,0,2.2,3.8,4.6,6.3,0,6.5,0,0,0,0.8,1.1,1.1,0,1.9,0,1.4,0,1.6,0.8,0.3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.2,8.7,3,10.9,2.1,2018b,USSY59
28-04-71,197104,22523,Anti-Revolutionaire Partij,ARP,50,113,0,1982,,,8.59,0,,13,150,1,10,,709,7.1,1,0.7,0.4,0.9,0.1,4.9,6.1,2.3,0.1,0,3.1,5.4,0.1,0,0.3,1.1,3.4,0,0.1,0.7,5.8,2,1.5,0.1,0.1,0.1,2.1,0.3,0,4.9,0.4,0.1,0.3,0,0,3.2,3.8,5.2,8.3,0,4.4,0,0.1,0,4.6,0.3,0.4,0.1,2.7,0,0.7,0,2.8,0.4,0.4,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18.1,3.9,1,13.5,5.7,2018b,ENIU9X
28-04-71,197104,22524,Democratisch Socialisten '70,DSâ€˜70,50,113,0,1982,,,5.329,0,,8,150,1,10,,156,5.1,1.3,0,0.6,3.2,0,0,5.8,0.6,0,0.6,1.9,1.3,2.6,0,0.6,0,10.3,0,0,1.3,1.9,0,0,0,0,0,3.8,1.3,0,0,0,0,4.5,0,0,7.1,5.1,7.7,12.2,0,7.1,0,0,0,0,1.3,1.3,0,0,0,2.6,0,1.9,1.3,0,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9,0,5.8,19.9,0,2018b,KCRF77
28-04-71,197104,22525,Christelijk-Historische Unie,CHU,50,113,0,1982,,,6.317,0,,10,150,1,10,,837,7.5,0.1,0.1,0,3.7,0.2,2.9,6.3,1.3,0,0,3.2,10.9,2.2,0,1.1,0.6,5.1,0,0.4,1.8,0.8,0.6,2.6,0.1,0,0.1,1.8,1,0.1,4.5,1.1,0.2,2.3,0,0,3.1,6.1,2.4,7.4,0,5.6,0,0.1,0,0.5,0.1,1.9,0.2,1.1,0,0.8,0,2.3,1.7,0.5,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-21.4,4.3,4.1,9.8,3.2,2018b,TSP3CL
29-11-72,197211,22310,Politieke Partij Radikalen (PPR),PPR,30,113,0,1982,,,4.799,0,,7,150,2,10,,774,3.9,0.4,0.8,0.3,0,1.5,3,6.7,0.9,0,0,3.1,10.5,0.1,0,1.3,0,3.2,0,0.5,0,1.3,3.6,1.7,0.3,0,0,0.5,0.3,0,4.4,3.8,0.6,0.5,0,0,9.2,3.1,9.3,13.3,0,5,0,0,0,0,1.8,0.4,0.1,0,0,0.5,0,0.3,0.6,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.5,9.1,0.5,22.6,5.3,2018b,1XRZAH
