edate,date,party,partyname,partyabbrev,parfam,coderid,manual,coderyear,testresult,testeditsim,pervote,voteest,presvote,absseat,totseats,progtype,datasetorigin,corpusversion,total,peruncod,per101,per102,per103,per104,per105,per106,per107,per108,per109,per110,per201,per202,per203,per204,per301,per302,per303,per304,per305,per401,per402,per403,per404,per405,per406,per407,per408,per409,per410,per411,per412,per413,per414,per415,per416,per501,per502,per503,per504,per505,per506,per507,per601,per602,per603,per604,per605,per606,per607,per608,per701,per702,per703,per704,per705,per706,per1011,per1012,per1013,per1014,per1015,per1016,per1021,per1022,per1023,per1024,per1025,per1026,per1031,per1032,per1033,per2021,per2022,per2023,per2031,per2032,per2033,per2041,per3011,per3051,per3052,per3053,per3054,per3055,per4011,per4012,per4013,per4014,per4121,per4122,per4123,per4124,per4131,per4132,per5021,per5031,per5041,per5061,per6011,per6012,per6013,per6014,per6061,per6071,per6072,per6081,per7051,per7052,per7061,per7062,per103_1,per103_2,per201_1,per201_2,per202_1,per202_2,per202_3,per202_4,per305_1,per305_2,per305_3,per305_4,per305_5,per305_6,per416_1,per416_2,per601_1,per601_2,per602_1,per602_2,per605_1,per605_2,per606_1,per606_2,per607_1,per607_2,per607_3,per608_1,per608_2,per608_3,per703_1,per703_2,rile,planeco,markeco,welfare,intpeace,datasetversion,id_perm
29-11-72,197211,22320,Partij van de Arbeid (P.v.d.A),PvdA,30,113,0,1982,,,27.339,0,,43,150,2,10,,774,3.9,0.4,0.8,0.3,0,1.5,3,6.7,0.9,0,0,3.1,10.5,0.1,0,1.3,0,3.2,0,0.5,0,1.3,3.6,1.7,0.3,0,0,0.5,0.3,0,4.4,3.8,0.6,0.5,0,0,9.2,3.1,9.3,13.3,0,5,0,0,0,0,1.8,0.4,0.1,0,0,0.5,0,0.3,0.6,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.5,9.1,0.5,22.6,5.3,2018b,9UL7F7
29-11-72,197211,22330,Democraten 66 (D66),Dâ€™66,40,113,0,1982,,,4.153,0,,6,150,2,10,,774,3.9,0.4,0.8,0.3,0,1.5,3,6.7,0.9,0,0,3.1,10.5,0.1,0,1.3,0,3.2,0,0.5,0,1.3,3.6,1.7,0.3,0,0,0.5,0.3,0,4.4,3.8,0.6,0.5,0,0,9.2,3.1,9.3,13.3,0,5,0,0,0,0,1.8,0.4,0.1,0,0,0.5,0,0.3,0.6,0.3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-44.5,9.1,0.5,22.6,5.3,2018b,LMIGRE
29-11-72,197211,22420,VVD,VVD,40,113,0,1982,,,14.449,0,,22,150,1,10,,61,13.1,0,0,0,3.3,0,0,1.6,1.6,0,0,3.3,0,1.6,0,0,0,3.3,0,0,14.8,1.6,0,0,0,0,0,3.3,3.3,4.9,0,0,0,8.2,0,0,3.3,0,1.6,8.2,1.6,6.6,0,0,0,0,0,3.3,0,0,0,0,0,0,4.9,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.3,0,23,9.8,0,2018b,FRRY34
29-11-72,197211,22522,Katholieke Volkspartij (KVP),KVP,50,113,0,1982,,,17.655,0,,27,150,2,10,,229,2.6,0.4,0,0.9,0.9,0,1.3,3.9,1.3,0,0,3.1,7.4,2.2,0,1.8,0,1.8,0,0,0.4,2.2,2.2,2.2,0,0,0,0.4,0.9,0,3.1,1.8,0,4.8,0,0,7.9,5.7,6.6,14,0.4,3.5,0.9,0,0,5.2,0.9,3.1,1.3,0.9,0,0.4,0,0,0.9,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14,6.2,5.2,20.6,1.3,2018b,DY79UF
29-11-72,197211,22523,Anti-Revolutionaire Partij,ARP,50,113,0,1982,,,8.84,0,,14,150,2,10,,229,2.6,0.4,0,0.9,0.9,0,1.3,3.9,1.3,0,0,3.1,7.4,2.2,0,1.8,0,1.8,0,0,0.4,2.2,2.2,2.2,0,0,0,0.4,0.9,0,3.1,1.8,0,4.8,0,0,7.9,5.7,6.6,14,0.4,3.5,0.9,0,0,5.2,0.9,3.1,1.3,0.9,0,0.4,0,0,0.9,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14,6.2,5.2,20.6,1.3,2018b,TPYF35
29-11-72,197211,22524,Democratisch Socialisten '70,DSâ€˜70,50,113,0,1982,,,4.121,0,,6,150,1,10,,354,3.9,1.7,0,0,2.3,0,0.6,4.2,1.7,0,0,0.3,1.7,1.1,0.3,0.3,0,9.3,0,0,0.9,0.9,2.8,0.3,0,0,0.3,3.9,0.6,0.3,6.5,0.9,0,7.3,0,0,5.6,4.8,3.1,8.5,1.1,8.8,0.9,0.9,0,0,0.6,0.9,0.3,0.6,0.6,1.4,0,1.4,2.3,1.1,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9,4,8.2,11.6,0.6,2018b,KJS89K
29-11-72,197211,22525,Christelijk-Historische Unie,CHU,50,113,0,1982,,,4.794,0,,7,150,2,10,,229,2.6,0.4,0,0.9,0.9,0,1.3,3.9,1.3,0,0,3.1,7.4,2.2,0,1.8,0,1.8,0,0,0.4,2.2,2.2,2.2,0,0,0,0.4,0.9,0,3.1,1.8,0,4.8,0,0,7.9,5.7,6.6,14,0.4,3.5,0.9,0,0,5.2,0.9,3.1,1.3,0.9,0,0.4,0,0,0.9,0,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-14,6.2,5.2,20.6,1.3,2018b,MKTI3M
25-05-77,197705,22310,Politieke Partij Radikalen (PPR),PPR,30,113,0,1982,,,1.694,0,,3,150,1,10,,1122,2.1,0,0.5,0.4,0,2.7,2.8,9,0.6,0,0.1,4.8,7.8,0.4,0,1.3,0,0.8,0,0.2,0,0.3,2.7,1.1,0.1,0,0,2,0.2,0,5.7,1.8,1.8,0.4,0,0,13.5,2.3,6.5,13.9,0,4.4,0.1,0,0,0,0.4,0.1,0.2,0.1,0,0.4,0,1.6,0.1,2.4,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.4,5.6,0.4,20.4,6,2018b,2DGVZR
25-05-77,197705,22320,Partij van de Arbeid (P.v.d.A),PvdA,30,113,0,1982,,,33.829,0,,53,150,1,10,,963,5.6,0,0.6,0.2,0,2,3,7.8,0.5,0,0,2.8,7.9,0,0,1,0.1,1.5,0.1,0.3,0,1.6,3.3,0.1,0,0,0,2.4,0,0,3.1,5.1,1.7,0.3,0,0,6.1,2.2,11.5,13.2,0,4.9,0,0,0,0,0.4,0.4,0,0.2,0,1.8,0,1.7,0.4,1.3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-45.6,8.5,0.3,24.7,5.6,2018b,RD7UDC
25-05-77,197705,22330,Democraten 66 (D66),Dâ€™66,40,113,0,1982,,,5.439,0,,8,150,1,10,,422,11.4,0,0,0,4,0.2,1.2,2.1,1.2,0,0,3.1,10.7,0.2,0,1.7,0,1.7,0,0,0.5,2.1,3.3,0,0.5,0,0,4,0.2,2.8,3.8,0.7,0,1.2,0,0,7.1,0,5,14.7,0,6.2,0,0,0,0,0,1.4,0.2,0,0,0.2,0,1.9,0.2,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-26.6,4,1.7,19.7,1.4,2018b,W26KVR
25-05-77,197705,22420,VVD,VVD,40,113,0,1982,,,17.946,0,,28,150,1,10,,961,2.6,0.4,0.1,0,3.4,0,0.4,4.5,2,0,0,6,2,1.9,0,2.3,0.5,4.5,0,0.1,9.4,3.4,0.9,0.1,0.2,0,0,4.6,1,0.4,3.2,0,0,5.6,0,0,3.1,3.1,2.7,5,1.1,9.2,0.2,0,0,0.1,1.3,2.8,2.4,0.5,0,0.7,0,2.5,0.1,0.3,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4,1,15,7.7,0.5,2018b,XXT1NL
25-05-77,197705,22521,CDA,CDA,50,113,0,1982,,,31.887,0,,49,150,1,10,,746,10.9,0.3,0.1,0.5,1.9,0.1,2.4,4.2,3.5,0,0,1.5,2.8,0.5,0,1.9,0.1,2.6,0,0.9,1.3,3.2,3.8,1.1,1.2,0,0.1,3.6,1.7,0.1,4.2,0.9,0,1.6,0,0,5.8,2.6,3.3,6.2,1.1,6.4,0,0,0,2.3,0.3,1.7,1.9,2.4,0,1.2,0,0.9,0.3,1.1,5.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.6,5.8,2.9,9.5,2.6,2018b,UF5ET1
25-05-77,197705,22524,Democratisch Socialisten '70,DSâ€˜70,50,113,0,1982,,,0.715,0,,1,150,1,10,,479,6.1,0.2,0.2,0.4,3.8,0,0.8,4.2,1.9,0,0,1,3.3,0.4,0,0.4,0.4,6.7,0,0.8,1.9,2.5,3.6,0.8,0,0,0,2.9,1.7,0.2,6.5,1.9,0,1,0,0,9.2,4.4,4,7.7,0.2,5.4,1.3,0.6,0,0,2.5,2.3,0.8,0.4,0,0.8,0,2.1,0.2,1,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-13.6,6.3,2.9,11.7,1,2018b,ZN616F
26-05-81,198105,22310,Politieke Partij Radikalen (PPR),PPR,30,998,998,,,,1.968,0,,3,150,3,10,,667.5,9.95,0,0.25,0.2,0,7.95,4.45,6.4,1.95,0,0.05,3.1,4.6,0.2,0,1.35,0,0.85,0,2.45,0,4.6,1.35,0.55,0.05,0,0,5.45,0.35,0.25,3.3,1.35,0.9,0.65,0,1.9,7.7,1.15,9.6,6.95,0,2.2,0.05,0,0,0,0.2,0.3,1.3,0.05,0,0.9,0,0.8,0.3,1.2,3.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-25.2,3.25,0.65,16.55,12.65,2018b,55Q6IF
26-05-81,198105,22320,Partij van de Arbeid (P.v.d.A),PvdA,30,113,0,1982,,,28.288,0,,44,150,1,10,,1493,8.6,0.1,0.4,0.1,0.1,0.1,4.1,6.1,0.7,0,0.1,4.6,5.3,0.7,0,1.5,0,1.5,0,0,0,1,2.6,3.2,0.1,0,0,8.3,0.7,2,1,4,1.4,4,0,0,5.1,3.4,7.1,10.4,0,3,0,0,0,0,0.3,1.6,0,0.3,0,0.3,0,0.8,0.4,1.4,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-28.6,9.8,4,17.5,4.6,2018b,Q3IL73
26-05-81,198105,22330,Democraten 66 (D66),Dâ€™66,40,113,0,1982,,,11.059,0,,17,150,1,10,,1634,10.6,0.2,0.6,0,1,1.7,2.1,5.1,0.9,0,0,2.1,5.8,1.2,0.1,1.9,0,3.6,0,0.2,1,1.2,1.3,1.3,0.1,0.2,0,4.4,0.2,1.4,2.7,1.5,0.1,3,0,0,8.3,5.1,5.6,8.1,0,4.9,0,0,0.1,0,0.5,0.9,0.5,0.4,0.2,1.1,0,1.3,0.1,1.4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-22.1,4.1,4,13.7,4.4,2018b,1F47MF
26-05-81,198105,22420,VVD,VVD,40,113,0,1982,,,17.321,0,,26,150,1,10,,1308,6,0.3,0.3,0.3,2.6,0,0.7,5.9,2.2,0,0,5.4,2.5,0.2,0,2,0,5.1,0,0.7,6.5,2.9,1.1,0.2,0,0,0,2.8,0.2,2.2,5.1,0.3,0,5.7,0,0,4,2.9,3.4,5.1,0.7,4.7,0.2,0.9,0,0,0.6,1.8,1.5,0.7,0,0.5,0,4.1,0.3,1.5,6.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.6,1.6,12.2,8.5,1,2018b,6YLBKF
